,,,,,,,,,,,,,,,,,,
KAN LENFOİD 1,,,,,,,,,,,,,,,,,,
1. Laboratuvarın epidemiyolojik değerlendirmelerdeki rolü,,,,,,,,,,,,,,,,,,
2. Laboratuvarın doğrudan infeksiyon kontrolüne ilişkin uygulamaları,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Beceri: ,,,,,,,,,,,,,,,,,,
"Dönem 2 Dikey Koridor II Dikey Koridor IIUygulamaları; Aydınlatılmış Onam Alma, Hastane Enfeksiyonlarının Kontrolü, Oksijen Maskesi ,Ekip Olma ve Simüle Hasta Uygulamalarından oluşmaktadır. Tabloda * ile belirtilen tarihlerde uygulama yapılacaktır. Uygulama grupları ve uygulama salonları ayrı bir tablo ile duyurulacaktır.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Dikey Koridor II Laboratuarı Uygulama Yerleri,,,GÜZ Dönemi,,,,,,,,,,,,,,,
Uygulama adı,,Uygulama Yeri,,Telefon,,,,,,,,,,,,,,
2) Aydınlatılmış Onam Alma,,Web Sitesinde Yayınlanacak,,32336,,,,,,,,,,,,,,
3) Oksijen Verme,,"Sualtı Hekimliği ve Hiperbarik Tıp Anabilim Dalı Uygulama Salonu,  Sualtı Hekimliği ve Hiperbarik Binası",,32336,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Dikey Koridor II Laboratuarı Uygulama Yerleri,,,BAHAR Dönemi,,,,,,,,,,,,,,,
Uygulama adı,,Uygulama Yeri,,Telefon,,,,,,,,,,,,,,
1) Hastane Enfeksiyonlarının Kontrolü,,"Tıbbi Mikrobiyoloji Anabilim Dalı Salonu, Temel Bilimler Binası",,32336,,,,,,,,,,,,,,
4) Simüle Hasta,,Prof.Dr. Yavuz Bozfakioğlu Simülasyon Eğitim Birimi  (Hulusi Behçet Kütüphanesi Giriş Katı),,32336,,,,,,,,,,,,,,
5) Ekip Olmak,,"Tıp Eğitimi Anabilim Dalı Eğitim Salonu, Temel Bilimler Binası Kat: -2",,32336,,,,,,,,,,,,,,
